year,sample_size,wage,at_cap,union_wage,nonunion_wage,union_wage_premium_raw,union_wage_premium_adjusted,facet
2011,109205,21.71047019958496,0.0250345990061759,25.8713493347168,21.122404098510746,0.224829763174057,0.1686038523912429,all wage and salary workers
2012,110557,22.209312438964844,0.02750214189291,26.23096466064453,21.66646957397461,0.210670918226242,0.1611403673887252,all wage and salary workers
2013,107116,22.665000915527344,0.0300081074237823,26.807374954223636,22.11158943176269,0.2123676091432571,0.165655106306076,all wage and salary workers
2014,105725,23.149457931518555,0.0313314832746982,27.114952087402344,22.620939254760746,0.198666051030159,0.1644271463155746,all wage and salary workers
2015,101304,24.148557662963867,0.03577845916152,28.041099548339844,23.62795639038086,0.1867763400077819,0.1498832553625106,all wage and salary workers
2016,102754,24.9896240234375,0.0386998541653156,28.738012313842773,24.501501083374023,0.1729082316160202,0.1711091846227646,all wage and salary workers
2017,101522,25.726377487182617,0.0410387367010116,29.704002380371094,25.21196937561035,0.1781706511974334,0.1629467904567718,all wage and salary workers
2018,98483,26.95543670654297,0.0465359911322593,30.50044822692871,26.503177642822266,0.1508223116397857,0.1614560782909393,all wage and salary workers
2019,94818,28.09586906433105,0.0507127903401851,31.70222282409668,27.648048400878903,0.1466351002454757,0.1429007798433303,all wage and salary workers
2020,85156,30.576025009155277,0.060054212808609,33.278099060058594,30.222864151000977,0.1010901853442192,0.1245133206248283,all wage and salary workers
2021,83758,31.97390365600586,0.0658158361911773,34.49653625488281,31.66047096252441,0.0895774811506271,0.1022370979189872,all wage and salary workers
2022,83761,34.11974334716797,0.0749026536941528,36.09186553955078,33.88539505004883,0.065115675330162,0.1212597712874412,all wage and salary workers
1973,2503,5.124392986297607,0.0011686844518408,6.606835842132568,4.208312034606934,0.5699491500854492,0.4587087631225586,construction
1974,2248,5.3937811851501465,0.0017147210892289,6.959738731384277,4.4869585037231445,0.5511038899421692,0.4519873559474945,construction
1975,2051,5.661108493804932,0.0037402063608169,7.40843391418457,4.701714515686035,0.5756877660751343,0.5107830762863159,construction
1976,2034,6.1889166831970215,0.0036756116896867,8.146257400512695,5.149668216705322,0.5818994641304016,0.4994314610958099,construction
1977,2685,6.525930881500244,0.0038349269889295,8.694317817687988,5.361219882965088,0.6217051148414612,0.4837450981140136,construction
1978,2655,6.746978282928467,0.0033033813815563,9.068785667419434,5.619083881378174,0.6139259934425354,0.4720564484596252,construction
1979,2519,7.656558990478516,0.0039869276806712,9.85060214996338,6.459763050079346,0.52491694688797,0.3732334077358246,construction
1980,3099,8.22174072265625,0.0051343170925974,10.236276626586914,7.197634696960449,0.4221722781658172,0.3713914752006531,construction
1981,684,8.632304191589355,0.0077203153632581,11.128607749938965,7.316205978393555,0.5210899710655212,0.3815017938613891,construction
1983,7827,9.313438415527344,0.013047725893557,13.167073249816896,7.839188098907471,0.6796475648880005,0.4816818535327911,construction
1984,8085,9.4840726852417,0.0171348508447408,13.725351333618164,8.159041404724121,0.6822259426116943,0.5034964680671692,construction
1985,8302,9.832953453063965,0.0194320939481258,14.19993782043457,8.526995658874512,0.6652920246124268,0.4881681501865387,construction
1986,8685,10.156031608581545,0.0189153682440519,14.492219924926758,8.813905715942383,0.6442449688911438,0.4390475153923034,construction
1987,8532,10.498974800109863,0.0245786737650632,14.982484817504885,9.231234550476074,0.6230207085609436,0.4299888014793396,construction
1988,8048,10.985210418701172,0.0321591198444366,15.440484046936035,9.750213623046877,0.5836046934127808,0.3962133228778839,construction
1989,8069,11.49409294128418,0.0034175945911556,15.97185516357422,10.180200576782228,0.5689135789871216,0.4143069088459015,construction
1990,8250,11.918830871582031,0.0044878693297505,16.361156463623047,10.681282043457031,0.5317596197128296,0.37896329164505,construction
1991,7334,12.089360237121582,0.0035460989456623,16.702280044555664,10.789795875549316,0.5479699969291687,0.3928304612636566,construction
1992,7033,12.357420921325684,0.0034175305627286,17.20891571044922,11.03009033203125,0.5601790547370911,0.3781371712684631,construction
1993,6932,12.613036155700684,0.0036308616399765,17.291820526123047,11.365635871887209,0.5214124917984009,0.3660147786140442,construction
1994,8265,12.85261344909668,0.0051125511527061,16.983213424682617,11.781376838684082,0.4415304362773895,0.4178609549999237,construction
1995,8451,13.207719802856444,0.005231809336692,17.84214973449707,12.116857528686523,0.4725063443183899,0.4424726068973541,construction
1996,5987,13.785106658935549,0.0055823274888098,19.13662338256836,12.472932815551758,0.5342521071434021,0.3986738324165344,construction
1997,6127,14.103869438171388,0.0043035801500082,19.76166534423828,12.702851295471191,0.5556873679161072,0.4268215596675873,construction
1998,6209,14.764132499694824,0.0019641786348074,20.45002174377441,13.390363693237305,0.527219295501709,0.3825901448726654,construction
1999,6098,15.353779792785645,0.0018950726371258,20.94124794006348,13.945446014404297,0.5016549229621887,0.3896159529685974,construction
2000,6293,15.891142845153809,0.0030687958933413,21.73805046081543,14.430578231811523,0.5063880681991577,0.3766629993915558,construction
2001,6856,16.841419219970703,0.0041213296353816,22.933820724487305,15.374865531921388,0.4916436672210693,0.3846440315246582,construction
2002,7294,17.096269607543945,0.005882698111236,22.953737258911133,15.754631996154783,0.4569516479969024,0.409335732460022,construction
2003,7268,17.42081069946289,0.0056262696161866,23.444154739379883,16.093215942382812,0.45677250623703,0.3895018696784973,construction
2004,7475,17.410797119140625,0.0052734147757291,24.602989196777344,16.063777923583984,0.5315817594528198,0.3941837251186371,construction
2005,7851,17.63633155822754,0.0074594630859792,24.795440673828125,16.435060501098633,0.5086917877197266,0.3574634790420532,construction
2006,7975,18.447359085083008,0.0081315822899341,26.3074893951416,17.162981033325195,0.5328041911125183,0.3685556352138519,construction
2007,8000,19.001075744628903,0.0094290897250175,26.698545455932617,17.595945358276367,0.5173123478889465,0.3952919244766235,construction
2008,7135,20.534557342529297,0.0116912787780165,27.83250999450684,19.045042037963867,0.4614045023918152,0.392380028963089,construction
2009,6282,21.062883377075195,0.0104184038937091,28.983291625976562,19.505603790283203,0.4858956336975097,0.393535166978836,construction
2010,5560,21.08877182006836,0.0131312320008873,29.557592391967773,19.601625442504883,0.5079153776168823,0.3847165405750274,construction
2011,5450,21.438798904418945,0.0145486965775489,29.821460723876957,19.926544189453125,0.4965696334838867,0.444724291563034,construction
2012,5409,21.827037811279297,0.014047734439373,29.54493904113769,20.48031997680664,0.4426014423370361,0.4015198945999145,construction
2013,5413,21.92036819458008,0.0158301442861557,30.07968521118164,20.37109375,0.4765866696834564,0.3934246897697449,construction
2014,5590,22.3780574798584,0.0177063401788473,31.414682388305664,20.732681274414062,0.5152252316474915,0.4364401698112488,construction
2015,5318,23.141977310180664,0.0191309787333011,30.656753540039062,21.866912841796875,0.4019699096679687,0.3549171686172485,construction
2016,5523,23.994611740112305,0.0219741240143775,33.42802810668945,22.25383186340332,0.5021246075630188,0.4689134061336517,construction
2017,5599,24.823915481567383,0.0233459342271089,33.071197509765625,23.226316452026367,0.4238675236701965,0.4288456737995147,construction
2018,5685,26.10430145263672,0.0305581949651241,35.74265670776367,24.41850471496582,0.4637528955936432,0.4404278695583343,construction
2019,5496,26.999271392822266,0.0335254408419132,37.508277893066406,25.13155746459961,0.4924772679805755,0.4318374097347259,construction
2020,4902,28.911291122436523,0.0369562655687332,36.35133361816406,27.695083618164062,0.3125554621219635,0.3262233436107635,construction
2021,4878,29.657283782958984,0.0392736680805683,38.88493728637695,28.080446243286133,0.3847692012786865,0.3728196918964386,construction
2022,4930,31.05706024169922,0.0439352914690971,39.65144348144531,29.709636688232425,0.334632396697998,0.3437967002391815,construction
1973,39774,3.963343381881714,0.001110297627747,4.61300802230835,3.754528045654297,0.2286518961191177,0.171743243932724,all wage and salary workers
1974,37966,4.258988380432129,0.0015689060091972,5.021363735198975,4.019071578979492,0.2493840008974075,0.1761085838079452,all wage and salary workers
1975,37812,4.622152328491211,0.0022673374041914,5.428929805755615,4.386672496795654,0.237596333026886,0.1858174055814743,all wage and salary workers
1976,37888,4.914101600646973,0.0029009832069277,5.835836887359619,4.646127223968506,0.2560648024082184,0.1967220604419708,all wage and salary workers
1977,46591,5.235752582550049,0.0035580324474722,6.375394344329834,4.874814033508301,0.3078230917453766,0.2088754773139953,all wage and salary workers
1978,44577,5.578953742980957,0.0038851818535476,6.773647308349609,5.212551116943359,0.2994879484176636,0.2013529241085052,all wage and salary workers
1979,44234,6.357469081878662,0.0051955413073301,7.313542366027832,6.029841899871826,0.2128912359476089,0.1512648463249206,all wage and salary workers
1980,55795,6.889625549316406,0.0069791534915566,7.883334159851074,6.573331356048584,0.1992905437946319,0.1476133316755294,all wage and salary workers
1981,12543,6.965193271636963,0.0076753548346459,8.568615913391113,6.514373779296875,0.3153399229049682,0.1728437095880508,all wage and salary workers
1983,149169,8.055480003356934,0.0172453764826059,9.885915756225586,7.593844890594482,0.3018327355384826,0.2095923274755478,all wage and salary workers
1984,150464,8.37218952178955,0.0215145107358694,10.263042449951172,7.929927349090576,0.2942164540290832,0.2166622877120971,all wage and salary workers
1985,153737,8.776283264160156,0.0255639534443616,10.761096000671388,8.338377952575684,0.2905502915382385,0.2135749459266662,all wage and salary workers
1986,159126,9.158391952514648,0.030427198857069,11.175626754760742,8.723567008972168,0.2810845375061035,0.2038150876760482,all wage and salary workers
1987,155216,9.47605800628662,0.0354012474417686,11.623933792114258,9.027239799499512,0.2876509428024292,0.2027067244052887,all wage and salary workers
1988,147348,9.927749633789062,0.0424375124275684,12.243874549865724,9.454827308654783,0.2949865758419037,0.1955251544713974,all wage and salary workers
1989,149694,10.3885498046875,0.0054772109724581,12.850597381591797,9.898460388183594,0.2982420325279236,0.2075762301683426,all wage and salary workers
1990,156497,10.846484184265137,0.0067628347314894,13.388322830200195,10.362754821777344,0.2919656038284302,0.2050369083881378,all wage and salary workers
1991,151634,11.288135528564451,0.0080470433458685,13.78968906402588,10.814329147338867,0.2751312553882599,0.1941341459751129,all wage and salary workers
1992,149317,11.592909812927246,0.0086610605940222,14.228829383850098,11.098503112792969,0.2820494174957275,0.1945893913507461,all wage and salary workers
1993,145219,11.961444854736328,0.0098734470084309,14.76737117767334,11.43539810180664,0.291373610496521,0.2072143852710724,all wage and salary workers
1994,169102,12.495595932006836,0.012466182000935,15.223639488220217,11.992980003356934,0.269379198551178,0.2352531552314758,all wage and salary workers
1995,168610,12.797718048095703,0.0132515551522374,15.529267311096191,12.318017959594728,0.2606953084468841,0.2243541330099105,all wage and salary workers
1996,117448,13.1061429977417,0.0141085097566246,16.324918746948242,12.55393409729004,0.3003827035427093,0.2188859581947326,all wage and salary workers
1997,119552,13.606158256530762,0.016666829586029,16.95714569091797,13.043376922607422,0.3000579476356506,0.2182384133338928,all wage and salary workers
1998,118889,14.217503547668455,0.0063381739892065,17.434764862060547,13.689599990844728,0.2735773921012878,0.2136074602603912,all wage and salary workers
1999,114439,14.974885940551758,0.0074463663622736,18.238605499267575,14.43868637084961,0.2631762325763702,0.2087100148200988,all wage and salary workers
2000,112154,15.64639377593994,0.0085239177569746,18.626785278320316,15.16817569732666,0.228017508983612,0.1915240436792373,all wage and salary workers
2001,117474,16.553234100341797,0.0099678104743361,19.45644187927246,16.088838577270508,0.2093130201101303,0.1914829611778259,all wage and salary workers
2002,127245,17.062339782714844,0.0112488446757197,20.136552810668945,16.580121994018555,0.214499682188034,0.1896561980247497,all wage and salary workers
2003,121990,17.510738372802734,0.0119978226721286,20.77099227905273,17.005634307861328,0.2214182615280151,0.1913045048713684,all wage and salary workers
2004,120592,17.980926513671875,0.0131976120173931,21.633190155029297,17.43315887451172,0.2409219890832901,0.1795510798692703,all wage and salary workers
2005,122710,18.542238235473636,0.0145510882139205,22.047435760498047,18.02311515808105,0.2232866287231445,0.1763312071561813,all wage and salary workers
2006,122180,19.146053314208984,0.0163324531167745,22.57872200012207,18.652496337890625,0.2104933112859726,0.1687847673892974,all wage and salary workers
2007,122493,19.784500122070316,0.0180365722626447,23.3809871673584,19.2615909576416,0.2138658314943313,0.1701999902725219,all wage and salary workers
2008,121114,20.75271797180176,0.0209442134946584,24.195674896240234,20.237913131713867,0.1955617517232895,0.1703215539455413,all wage and salary workers
2009,118091,21.0881462097168,0.0222726576030254,24.71990966796875,20.541635513305664,0.2034051418304443,0.1599054038524627,all wage and salary workers
2010,111900,21.331689834594727,0.0238791033625602,25.47345924377441,20.73228073120117,0.2286858111619949,0.1679266542196273,all wage and salary workers
2011,109205,21.71047019958496,0.0250345990061759,25.8713493347168,21.122404098510746,0.224829763174057,0.1686038523912429,all wage and salary workers
2012,110557,22.209312438964844,0.02750214189291,26.23096466064453,21.66646957397461,0.210670918226242,0.1611403673887252,all wage and salary workers
2013,107116,22.665000915527344,0.0300081074237823,26.807374954223636,22.11158943176269,0.2123676091432571,0.165655106306076,all wage and salary workers
2014,105725,23.149457931518555,0.0313314832746982,27.114952087402344,22.620939254760746,0.198666051030159,0.1644271463155746,all wage and salary workers
2015,101304,24.148557662963867,0.03577845916152,28.041099548339844,23.62795639038086,0.1867763400077819,0.1498832553625106,all wage and salary workers
2016,102754,24.9896240234375,0.0386998541653156,28.738012313842773,24.501501083374023,0.1729082316160202,0.1711091846227646,all wage and salary workers
2017,101522,25.726377487182617,0.0410387367010116,29.704002380371094,25.21196937561035,0.1781706511974334,0.1629467904567718,all wage and salary workers
2018,98483,26.95543670654297,0.0465359911322593,30.50044822692871,26.503177642822266,0.1508223116397857,0.1614560782909393,all wage and salary workers
2019,94818,28.09586906433105,0.0507127903401851,31.70222282409668,27.648048400878903,0.1466351002454757,0.1429007798433303,all wage and salary workers
2020,85156,30.576025009155277,0.060054212808609,33.278099060058594,30.222864151000977,0.1010901853442192,0.1245133206248283,all wage and salary workers
2021,83758,31.97390365600586,0.0658158361911773,34.49653625488281,31.66047096252441,0.0895774811506271,0.1022370979189872,all wage and salary workers
2022,83761,34.11974334716797,0.0749026536941528,36.09186553955078,33.88539505004883,0.065115675330162,0.1212597712874412,all wage and salary workers
1973,7828,3.142818689346313,0.0006156259914860129,3.768329620361328,3.056556463241577,0.2328676581382751,0.205249398946762,wholesale/retail
1974,7432,3.3877153396606445,0.0010309182107448,4.202008247375488,3.284651279449463,0.2792859673500061,0.2146022468805313,wholesale/retail
1975,7657,3.614421367645264,0.0013248377945274,4.5515313148498535,3.5000171661376958,0.3004311323165893,0.2378226220607757,wholesale/retail
1976,7688,3.930631160736084,0.0023475338239222,4.938606262207031,3.805117607116699,0.2978853285312652,0.2525303065776825,wholesale/retail
1977,9621,4.15709400177002,0.0024428854230791,5.400901794433594,4.004812240600586,0.3486030101776123,0.3254550099372864,wholesale/retail
1978,9136,4.431509971618652,0.0031711340416222,5.729824066162109,4.2961249351501465,0.3337191343307495,0.3184522688388824,wholesale/retail
1979,8651,5.15465259552002,0.0031486665830016,6.270813465118408,5.016685962677002,0.249991238117218,0.2050215899944305,wholesale/retail
1980,10822,5.539059638977051,0.0052654510363936,6.765788555145264,5.390231132507324,0.2551945149898529,0.2203190177679062,wholesale/retail
1981,2547,5.3980631828308105,0.0030809983145445,7.446611404418945,5.183244705200195,0.4366698563098907,0.2814283072948456,wholesale/retail
1983,31281,6.03504753112793,0.0097438544034957,8.103639602661133,5.837501525878906,0.3882034122943878,0.3327332735061645,wholesale/retail
1984,31655,6.115990161895752,0.0118991779163479,8.145698547363281,5.940256118774414,0.3712705969810486,0.3374503850936889,wholesale/retail
1985,32360,6.362651824951172,0.0132919838652014,8.337616920471191,6.206611633300781,0.3433443903923034,0.3088907599449157,wholesale/retail
1986,33129,6.580789566040039,0.0155945066362619,8.401283264160156,6.438441753387451,0.3048628270626068,0.2773199081420898,wholesale/retail
1987,32587,6.839896202087402,0.0184326525777578,8.756032943725586,6.691012859344482,0.3086259365081787,0.2563113868236542,wholesale/retail
1988,30774,7.045899868011475,0.0201704557985067,9.00522232055664,6.903561115264893,0.3044314682483673,0.2180475443601608,wholesale/retail
1989,31302,7.51500940322876,0.0026634763926267,9.436988830566406,7.383091926574707,0.2781892716884613,0.2315941452980041,wholesale/retail
1990,32596,7.935548782348633,0.0037634479813277,9.69667911529541,7.81728982925415,0.2404144257307052,0.2091647237539291,wholesale/retail
1991,31612,8.211865425109863,0.0038732124958187,9.833584785461426,8.09567928314209,0.2146707475185394,0.198616474866867,wholesale/retail
1992,31457,8.39564514160156,0.0036852662451565,10.101999282836914,8.272738456726074,0.2211191356182098,0.1966045200824737,wholesale/retail
1993,30621,8.636735916137695,0.0046043153852224,10.598389625549316,8.502684593200684,0.2464756816625595,0.2130670398473739,wholesale/retail
1994,34796,9.268831253051758,0.0065504615195095,10.629318237304688,9.178382873535156,0.1580818146467209,0.1993580907583236,wholesale/retail
1995,35069,9.561534881591797,0.0066254497505724,10.97946834564209,9.469013214111328,0.1595155745744705,0.2002819180488586,wholesale/retail
1996,24853,9.44423007965088,0.0064489915966987,10.83787441253662,9.359843254089355,0.1579119563102722,0.1635589301586151,wholesale/retail
1997,24829,9.878884315490724,0.0079611847177147,11.101494789123535,9.803624153137209,0.1323868185281753,0.1518451273441314,wholesale/retail
1998,24965,10.336517333984377,0.0028382111340761,11.822125434875488,10.251458168029783,0.1532140374183654,0.1426687836647033,wholesale/retail
1999,23893,10.974326133728027,0.0036346886772662,12.176374435424805,10.907243728637695,0.116356685757637,0.1317499130964279,wholesale/retail
2000,23334,11.46217155456543,0.0041400347836315,12.442992210388184,11.409602165222168,0.0905719622969627,0.1458051800727844,wholesale/retail
2001,24241,12.097655296325684,0.0055177523754537,13.43675708770752,12.028892517089844,0.1170402467250824,0.1125092655420303,wholesale/retail
2002,26399,12.520938873291016,0.0058961161412298,13.589188575744627,12.467743873596191,0.089947685599327,0.1276140809059143,wholesale/retail
2003,18414,13.968850135803224,0.006661391351372,13.788470268249512,13.98131275177002,-0.0137928742915391,0.1265106797218322,wholesale/retail
2004,18378,14.42545223236084,0.0077228280715644,14.657917976379396,14.41111660003662,0.0171257629990577,0.1538187116384506,wholesale/retail
2005,18562,15.00814723968506,0.0108523974195122,14.950655937194824,15.011519432067873,-0.0040544527582824,0.1175494268536567,wholesale/retail
2006,18299,15.139947891235352,0.0104205105453729,14.956847190856934,15.149979591369627,-0.0127480300143361,0.1251054406166076,wholesale/retail
2007,17887,15.68149185180664,0.0127106346189975,16.101394653320312,15.656431198120115,0.028420491144061,0.1093700155615806,wholesale/retail
2008,17510,16.14739227294922,0.0130693903192877,15.631413459777832,16.176671981811523,-0.0337064713239669,0.0889152288436889,wholesale/retail
2009,16979,16.193132400512695,0.0127995125949382,15.777626037597656,16.218320846557617,-0.027172653004527,0.0913198515772819,wholesale/retail
2010,16184,16.03728675842285,0.0113321356475353,16.37939453125,16.018199920654297,0.0225490145385265,0.1172169595956802,wholesale/retail
2011,15479,16.4343318939209,0.0142362965270876,15.388158798217772,16.492870330810547,-0.0669811591506004,0.0607309378683567,wholesale/retail
2012,15680,17.029069900512695,0.0164094436913728,16.165605545043945,17.076763153076172,-0.0533565767109394,0.0638657957315445,wholesale/retail
2013,14987,17.023761749267578,0.0167029555886983,17.1705265045166,17.01618194580078,0.0090704578906297,0.0547078698873519,wholesale/retail
2014,14675,17.376541137695312,0.0172397755086421,15.706378936767578,17.458803176879883,-0.1003748178482055,0.0552396588027477,wholesale/retail
2015,14257,17.874624252319336,0.0183729901909828,17.239337921142578,17.90838623046875,-0.0373594984412193,0.107768677175045,wholesale/retail
2016,14160,19.049488067626957,0.0236911196261644,17.185970306396484,19.141939163208008,-0.1021823808550834,0.0743237882852554,wholesale/retail
2017,13844,19.52138328552246,0.0240346770733594,17.88290786743164,19.602989196777344,-0.0877458676695823,0.0636244639754295,wholesale/retail
2018,13210,20.441802978515625,0.0256375074386596,19.94632339477539,20.46571922302246,-0.0253788214176893,0.0640636906027793,wholesale/retail
2019,12217,21.448793411254883,0.0304620545357465,19.70653343200684,21.530630111694336,-0.0847210064530372,0.0296959467232227,wholesale/retail
2020,11151,22.64390182495117,0.0332412905991077,20.11129570007324,22.770828247070316,-0.1167955994606018,0.0330815687775611,wholesale/retail
2021,11078,24.15988540649414,0.0387264676392078,20.04044342041016,24.3651180267334,-0.1774945110082626,-0.0424921736121177,wholesale/retail
2022,10612,25.88611221313477,0.0435793288052082,21.208314895629883,26.11213493347168,-0.1877985149621963,-0.0020789094269275,wholesale/retail
1973,39774,3.963343381881714,0.001110297627747,4.61300802230835,3.754528045654297,0.2286518961191177,0.171743243932724,all wage and salary workers
1974,37966,4.258988380432129,0.0015689060091972,5.021363735198975,4.019071578979492,0.2493840008974075,0.1761085838079452,all wage and salary workers
1975,37812,4.622152328491211,0.0022673374041914,5.428929805755615,4.386672496795654,0.237596333026886,0.1858174055814743,all wage and salary workers
1976,37888,4.914101600646973,0.0029009832069277,5.835836887359619,4.646127223968506,0.2560648024082184,0.1967220604419708,all wage and salary workers
1977,46591,5.235752582550049,0.0035580324474722,6.375394344329834,4.874814033508301,0.3078230917453766,0.2088754773139953,all wage and salary workers
1978,44577,5.578953742980957,0.0038851818535476,6.773647308349609,5.212551116943359,0.2994879484176636,0.2013529241085052,all wage and salary workers
1979,44234,6.357469081878662,0.0051955413073301,7.313542366027832,6.029841899871826,0.2128912359476089,0.1512648463249206,all wage and salary workers
1980,55795,6.889625549316406,0.0069791534915566,7.883334159851074,6.573331356048584,0.1992905437946319,0.1476133316755294,all wage and salary workers
1981,12543,6.965193271636963,0.0076753548346459,8.568615913391113,6.514373779296875,0.3153399229049682,0.1728437095880508,all wage and salary workers
1983,149169,8.055480003356934,0.0172453764826059,9.885915756225586,7.593844890594482,0.3018327355384826,0.2095923274755478,all wage and salary workers
1984,150464,8.37218952178955,0.0215145107358694,10.263042449951172,7.929927349090576,0.2942164540290832,0.2166622877120971,all wage and salary workers
1985,153737,8.776283264160156,0.0255639534443616,10.761096000671388,8.338377952575684,0.2905502915382385,0.2135749459266662,all wage and salary workers
1986,159126,9.158391952514648,0.030427198857069,11.175626754760742,8.723567008972168,0.2810845375061035,0.2038150876760482,all wage and salary workers
1987,155216,9.47605800628662,0.0354012474417686,11.623933792114258,9.027239799499512,0.2876509428024292,0.2027067244052887,all wage and salary workers
1988,147348,9.927749633789062,0.0424375124275684,12.243874549865724,9.454827308654783,0.2949865758419037,0.1955251544713974,all wage and salary workers
1989,149694,10.3885498046875,0.0054772109724581,12.850597381591797,9.898460388183594,0.2982420325279236,0.2075762301683426,all wage and salary workers
1990,156497,10.846484184265137,0.0067628347314894,13.388322830200195,10.362754821777344,0.2919656038284302,0.2050369083881378,all wage and salary workers
1991,151634,11.288135528564451,0.0080470433458685,13.78968906402588,10.814329147338867,0.2751312553882599,0.1941341459751129,all wage and salary workers
1992,149317,11.592909812927246,0.0086610605940222,14.228829383850098,11.098503112792969,0.2820494174957275,0.1945893913507461,all wage and salary workers
1993,145219,11.961444854736328,0.0098734470084309,14.76737117767334,11.43539810180664,0.291373610496521,0.2072143852710724,all wage and salary workers
